% These values are extracted manually from Schreiber's example2.
0.0022742522	0.0060976328
0.0196842886	0.0367623689
0.041197867	0.1101517345
0.0603736271	0.1652246589
0.0801497334	0.2385963673
0.0999399654	0.3241633412
0.1116078681	0.3974526492
0.1209379525	0.4524255159
0.1408129392	0.6111640828
0.160956316	0.0016126944
0.1806476675	0.0018128097
0.2001130063	0.806888677
0.219924427	0.9107485492
0.2397217219	1.0024131558
0.2595190168	1.0940777625
0.2804605008	1.1735588751
0.300236607	1.2469305835
0.3200197761	1.3263999247
0.3409471342	1.3936857718
0.3606949889	1.4426669492
0.3804428435	1.4916481266
0.4001836353	1.5345316712
0.4210544902	1.5530364563
0.4396369672	1.5959082294
0.4605431366	1.6449011783
0.4802698026	1.6755894575
0.4999964686	1.7062777366
0.5197019458	1.7186731174
0.5405869266	1.7493731681
0.5603065296	1.7739638144
0.5800261327	1.7985544608
0.6020623654	1.8231686502
0.620602465	1.8294546268
0.6426457605	1.8601664489
0.6600416711	1.8786359195
0.6808913374	1.8788478064
0.6994314369	1.885133783
0.7191298513	1.8914315311
0.7399865805	1.8977410507
0.7608291839	1.8918553048
0.780478158	1.8554696237
0.8000494403	1.7520099822
0.8200444962	0.014408306
0.8426316347	0.0146378501
0.8624501183	1.624595355
0.8810820355	1.7101505574
0.9008793304	1.801815164
0.9212134054	1.8568998599
0.9403397253	1.869289355
0.9600310767	1.8694894704
0.9808454285	1.8392131935
1.0004661511	1.7784369813

