-6.716000e+00 2.140000e+01
-1.069175e+01 3.450000e+01
-1.433028e+01 3.357222e+01
-4.987857e+00 3.117063e+01
-7.900489e+00 3.429193e+01
-1.247316e+01 3.380206e+01
-1.057962e+01 3.267620e+01
-1.446003e+01 3.357533e+01
-4.572426e+00 3.062927e+01
-7.235956e+00 3.464706e+01
-1.145175e+01 3.383529e+01
-1.305364e+01 3.353636e+01
-8.842457e+00 3.165674e+01
-1.367250e+01 3.429023e+01
-7.082228e+00 3.109058e+01
-1.109059e+01 3.426726e+01
-1.377641e+01 3.326395e+01
-6.756705e+00 3.111305e+01
-1.064786e+01 3.432468e+01
-1.436481e+01 3.376455e+01
-5.054737e+00 3.075049e+01
-7.966791e+00 3.439616e+01
-1.235400e+01 3.404595e+01
-1.075920e+01 3.260455e+01
-1.435265e+01 3.369896e+01
-5.112154e+00 3.100075e+01
-8.080526e+00 3.404311e+01
-1.266396e+01 3.415827e+01
-1.015670e+01 3.221255e+01
-1.464200e+01 3.388182e+01
-4.284088e+00 2.994865e+01
-6.796815e+00 3.464167e+01
-1.078002e+01 3.455281e+01
-1.434329e+01 3.352528e+01
-4.798750e+00 3.063158e+01
-7.751006e+00 3.426829e+01
-1.203890e+01 3.455524e+01
-1.148667e+01 3.234314e+01
-1.297002e+01 3.334314e+01
-9.270119e+00 3.201401e+01
-1.411257e+01 3.406190e+01
-5.788897e+00 3.123782e+01
-9.233333e+00 3.423203e+01
-1.402002e+01 3.378758e+01
-5.913201e+00 3.125442e+01
-9.280321e+00 3.415958e+01
-1.405003e+01 3.392234e+01
-5.663158e+00 3.058367e+01
-8.915208e+00 3.452851e+01
-1.373368e+01 3.435539e+01
-6.570000e+00 3.085294e+01
-1.042145e+01 3.429592e+01
-1.451568e+01 3.401540e+01
-4.384628e+00 3.005354e+01
-7.026250e+00 3.480180e+01
-1.099136e+01 3.406061e+01
-1.400059e+01 3.372556e+01
-5.980221e+00 3.101776e+01
-9.411739e+00 3.411637e+01
-1.417225e+01 3.434638e+01
-5.260000e+00 3.106667e+01
-8.527781e+00 3.383673e+01
-1.315688e+01 3.428827e+01
-8.385217e+00 3.198370e+01
-1.300901e+01 3.402924e+01
-8.832321e+00 3.171921e+01
-1.370445e+01 3.431473e+01
-6.990417e+00 3.091146e+01
-1.119250e+01 3.479167e+01
-1.378025e+01 3.325833e+01
-6.810588e+00 3.130784e+01
-1.062000e+01 3.405882e+01
-1.437432e+01 3.384286e+01
-4.710662e+00 3.024538e+01
-7.563266e+00 3.476660e+01
-1.182364e+01 3.432698e+01
-1.205004e+01 3.283542e+01
-1.155232e+01 3.262562e+01
-1.272432e+01 3.291429e+01
-9.533750e+00 3.181786e+01
-1.436887e+01 3.414826e+01
-4.963380e+00 3.116193e+01
-7.918028e+00 3.412593e+01
-1.227220e+01 3.393213e+01
-1.105669e+01 3.248692e+01
-1.388482e+01 3.355556e+01
-5.910500e+00 3.111429e+01
-9.634694e+00 3.435556e+01
-1.440560e+01 3.406444e+01
-4.974083e+00 3.091333e+01
-7.878935e+00 3.422963e+01
-1.227594e+01 3.397454e+01
-1.092289e+01 3.269107e+01
-1.398263e+01 3.339774e+01
-5.826576e+00 3.123455e+01
-9.329185e+00 3.395652e+01
-1.416056e+01 3.433816e+01
-5.480870e+00 3.016184e+01
-8.603603e+00 3.498849e+01
-1.343240e+01 3.389027e+01
-7.770139e+00 3.137607e+01
-1.215066e+01 3.458097e+01
-1.126205e+01 3.252681e+01
-1.348490e+01 3.328000e+01
-7.837841e+00 3.182182e+01
-1.219562e+01 3.400568e+01
-1.128592e+01 3.245184e+01
-1.356452e+01 3.328001e+01
-7.310147e+00 3.161006e+01
-1.134474e+01 3.412848e+01
-1.326925e+01 3.354211e+01
-8.198450e+00 3.156000e+01
-1.282062e+01 3.417750e+01
-9.360262e+00 3.159738e+01
-1.424793e+01 3.442164e+01
-5.531125e+00 3.061848e+01
-8.714135e+00 3.419423e+01
-1.335800e+01 3.453077e+01
-7.570114e+00 3.124545e+01
-1.207545e+01 3.440909e+01
-1.176643e+01 3.275974e+01
-1.246471e+01 3.307983e+01
-1.052000e+01 3.220588e+01
-1.461882e+01 3.373529e+01
-4.430060e+00 3.007423e+01
-7.080125e+00 3.466548e+01
-1.111471e+01 3.458883e+01
-1.390003e+01 3.322506e+01
-6.323500e+00 3.091111e+01
-9.916406e+00 3.470625e+01
-1.453250e+01 3.384375e+01
-4.418000e+00 3.005000e+01
-6.950040e+00 3.468387e+01
-1.095600e+01 3.421613e+01
-1.409068e+01 3.375455e+01
-5.843878e+00 3.090443e+01
-9.260060e+00 3.411722e+01
-1.418556e+01 3.415458e+01
-5.691008e+00 3.078859e+01
-8.921125e+00 3.415565e+01
-1.370004e+01 3.451071e+01
-6.698824e+00 3.082605e+01
-1.071574e+01 3.443517e+01
-1.446350e+01 3.405306e+01
-4.803750e+00 3.060000e+01
-7.581667e+00 3.391667e+01
-1.195156e+01 3.465256e+01
-1.219901e+01 3.248340e+01
-1.121580e+01 3.300094e+01
-1.365385e+01 3.321566e+01
-6.927812e+00 3.154327e+01
